dbn,school_name,beds,location_name,ncessch,combokey
13K350,Urban Assembly High School of Music and Art,331300011350,Urban Assembly High School of Music and Art,360009105812,362058005812
13K351,The Urban Assembly Unison School,331300010351,The Urban Assembly Unison School,360009106366,362058099850
13K412,"Brooklyn Community High School of Communication, Arts and Media",331300011412,"Brooklyn Community High School of Communication, A",360009105962,362058005962
13K419,"Science Skills Center High School for Science, Technology and the Creative Arts",331300011419,"Science Skills Center High School for Science, Tec",360009100867,362058000867
13K430,Brooklyn Technical High School,331300011430,Brooklyn Technical High School,360009101928,362058001928
13K439,Brooklyn International High School,331300011439,Brooklyn International High School,360009101371,362058001371
13K483,The Urban Assembly School for Law and Justice,331300011483,The Urban Assembly School for Law and Justice,360009105698,362058005698
13K492,Academy of Arts and Letters,331300011492,Academy of Arts and Letters,360009105901,362058005901
13K499,ACORN Community High School,331300011499,ACORN Community High School,360009102478,362058002478
13K527,Urban Assembly Institute of Math and Science for Young Women,331300011527,Urban Assembly Institute of Math and Science for Y,360009105928,362058005928
13K553,Brooklyn Academy High School,331300011553,Brooklyn Academy High School,360009105563,362058005563
13K575,Bedford Stuyvesant Preparatory High School,331300011575,Bedford Stuyvesant Preparatory High School,360009100847,362058000847
13K595,Bedford Academy High School,331300011595,Bedford Academy High School,360009105508,362058005508
13K596,MS 596 Peace Academy,331300010596,MS 596 Peace Academy,360009105968,362058005968
13K605,George Westinghouse Career and Technical Education High School,331300011605,George Westinghouse Career and Technical Education,360009101955,362058001955
13K616,Brooklyn High School for Leadership and Community Service,331300011616,Brooklyn High School for Leadership and Community,360009106029,362058006029
13K670,Benjamin Banneker Academy,331300011670,Benjamin Banneker Academy,360009102315,362058002315
13K674,"City Polytechnic High School of Engineering, Architecture, and Technology",331300011674,"City Polytechnic High School of Engineering, Archi",360009106164,362058006164
13K691,Fort Greene Preparatory Academy,331300010691,Fort Greene Preparatory Academy,360009106205,362058006205
14K016,P.S. 016 Leonard Dunkly,331400010016,P.S. 016 Leonard Dunkly,360011902091,362058002091
14K017,P.S. 017 Henry D. Woodworth,331400010017,P.S. 017 Henry D. Woodworth,360011902095,362058002095
14K018,P.S. 018 Edward Bush,331400010018,P.S. 018 Edward Bush,360011902096,362058002096
14K019,P.S. 019 Roberto Clemente,331400010019,P.S. 019 Roberto Clemente,360011902865,362058002865
14K023,P.S. 023 Carter G. Woodson,331400010023,P.S. 023 Carter G. Woodson,360011902116,362058002116
14K031,P.S. 031 Samuel F. Dupont,331400010031,P.S. 031 Samuel F. Dupont,360011902144,362058002144
14K034,P.S. 034 Oliver H. Perry,331400010034,P.S. 034 Oliver H. Perry,360011902156,362058002156
14K050,J.H.S. 050 John D. Wells,331400010050,J.H.S. 050 John D. Wells,360011902221,362058002221
14K059,P.S. 059 William Floyd,331400010059,P.S. 059 William Floyd,360011902255,362058002255
14K071,Juan Morel Campos Secondary School,331400011071,Juan Morel Campos Secondary School,360011902291,362058002291
14K084,P.S. 084 Jose De Diego,331400010084,P.S. 084 Jose De Diego,360011902326,362058002326
14K110,P.S. 110 The Monitor,331400010110,P.S. 110 The Monitor,360011902412,362058002412
14K120,P.S. 120 Carlos Tapia,331400010120,P.S. 120 Carlos Tapia,360011902445,362058002445
14K126,John Ericsson Middle School 126,331400010126,John Ericsson Middle School 126,360011902467,362058002467
14K132,P.S. 132 The Conselyea School,331400010132,P.S. 132 The Conselyea School,360011902487,362058002487
14K147,P.S. 147 Isaac Remsen,331400010147,P.S. 147 Isaac Remsen,360011902533,362058002533
14K157,P.S. 157 Benjamin Franklin,331400010157,P.S. 157 Benjamin Franklin,360011902565,362058002565
14K196,P.S. 196 Ten Eyck,331400010196,P.S. 196 Ten Eyck,360011902668,362058002668
14K250,P.S. 250 George H. Lindsay,331400010250,P.S. 250 George H. Lindsay,360011902764,362058002764
14K257,P.S. 257 John F. Hylan,331400010257,P.S. 257 John F. Hylan,360011902773,362058002773
14K297,P.S. 297 Abraham Stockton,331400010297,P.S. 297 Abraham Stockton,360011902804,362058002804
14K318,I.S. 318 Eugenio Maria De Hostos,331400010318,I.S. 318 Eugenio Maria De Hostos,360011902816,362058002816
14K319,P.S. 319,331400010319,P.S. 319,360011904604,362058004604
14K322,Foundations Academy,331400011322,Foundations Academy,360011905816,362058005816
14K330,The Urban Assembly School for the Urban Environment,331400011330,The Urban Assembly School for the Urban Environmen,360011905813,362058005813
14K380,P.S. 380 John Wayne Elementary,331400010380,P.S. 380 John Wayne Elementary,360011904358,362058004358
14K414,Brooklyn Arbor Elementary School,331400010414,Brooklyn Arbor Elementary School,360011906350,362058099840
14K449,"Brooklyn Latin School, The",331400011449,"Brooklyn Latin School, The",360011905929,362058005929
14K454,Green School: An Academy for Environmental Careers,331400011454,Green School: An Academy for Environmental Careers,360011905896,362058005896
14K474,PROGRESS High School for Professional Careers,331400011474,PROGRESS High School for Professional Careers,360011903074,362058003074
14K477,School for Legal Studies,331400011477,School for Legal Studies,360011903078,362058003078
14K478,"The High School for Enterprise, Business and Technology",331400011478,"The High School for Enterprise, Business and Techn",360011903091,362058003091
14K488,Brooklyn Preparatory High School,331400011488,Brooklyn Preparatory High School,360011905699,362058005699
14K558,Williamsburg High School for Architecture and Design,331400011558,Williamsburg High School for Architecture and Desi,360011905703,362058005703
14K561,Williamsburg Preparatory School,331400011561,Williamsburg Preparatory School,360011905704,362058005704
14K577,Conselyea Preparatory School,331400010577,Conselyea Preparatory School,360011905701,362058005701
14K582,M.S. 582,331400010582,M.S. 582,360011905702,362058005702
14K586,Lyons Community School,331400011586,Lyons Community School,360011905933,362058005933
14K610,Automotive High School,331400011610,Automotive High School,360011901913,362058001913
14K614,Young Women's Leadership School of Brooklyn,331400011614,Young Women's Leadership School of Brooklyn,360011906033,362058006033
14K632,Frances Perkins Academy,331400011632,Frances Perkins Academy,360011906080,362058006080
14K685,El Puente Academy for Peace and Justice,331400011685,El Puente Academy for Peace and Justice,360011900892,362058000892
15K001,P.S. 001 The Bergen,331500010001,P.S. 001 The Bergen,360009202041,362058002041
15K010,"Magnet School of Math, Science and Design Technology",331500010010,"Magnet School of Math, Science and Design Technolo",360009202072,362058002072
15K015,P.S. 015 Patrick F. Daly,331500010015,P.S. 015 Patrick F. Daly,360009202088,362058002088
15K024,P.S. 024,331500010024,P.S. 024,360009202993,362058002993
15K029,P.S. 029 John M. Harrigan,331500010029,P.S. 029 John M. Harrigan,360009202139,362058002139
15K032,P.S. 032 Samuel Mills Sprole,331500010032,P.S. 032 Samuel Mills Sprole,360009202151,362058002151
15K038,P.S. 038 The Pacific,331500010038,P.S. 038 The Pacific,360009202173,362058002173
15K039,P.S. 039 Henry Bristow,331500010039,P.S. 039 Henry Bristow,360009202175,362058002175
15K051,M.S. 51 William Alexander,331500010051,M.S. 51 William Alexander,360009202226,362058002226
15K058,P.S. 058 The Carroll,331500010058,P.S. 058 The Carroll,360009202251,362058002251
15K088,J.H.S. 088 Peter Rouget,331500010088,J.H.S. 088 Peter Rouget,360009204474,362058004474
15K094,P.S. 094 The Henry Longfellow,331500010094,P.S. 094 The Henry Longfellow,360009202359,362058002359
15K107,P.S. 107 John W. Kimball,331500010107,P.S. 107 John W. Kimball,360009202403,362058002403
15K118,The Maurice Sendak Community School,331500010118,The Maurice Sendak Community School,360009206406,362058099814
15K124,P.S. 124 Silas B. Dutcher,331500010124,P.S. 124 Silas B. Dutcher,360009202461,362058002461
15K130,P.S. 130 The Parkside,331500010130,P.S. 130 The Parkside,360009202481,362058002481
15K131,P.S. 131 Brooklyn,331500010131,P.S. 131 Brooklyn,360009202482,362058002482
15K136,I.S. 136 Charles O. Dewey,331500010136,I.S. 136 Charles O. Dewey,360009205513,362058005513
15K146,P.S. 146,331500010146,P.S. 146,360009204811,362058004811
15K154,The Windsor Terrace School,331500010154,The Windsor Terrace School,360009202557,362058002557
15K169,P.S. 169 Sunset Park,331500010169,P.S. 169 Sunset Park,360009202602,362058002602
15K172,P.S. 172 Beacon School of Excellence,331500010172,P.S. 172 Beacon School of Excellence,360009202607,362058002607
15K230,P.S. 230 Doris L. Cohen,331500010230,P.S. 230 Doris L. Cohen,360009202740,362058002740
15K261,P.S. 261 Philip Livingston,331500010261,P.S. 261 Philip Livingston,360009202778,362058002778
15K295,P.S. 295,331500010295,P.S. 295,360009202325,362058002325
15K321,P.S. 321 William Penn,331500010321,P.S. 321 William Penn,360009202818,362058002818
15K423,Brooklyn Frontiers High School,331500011423,Brooklyn Frontiers High School,360009206279,362058099981
15K429,Brooklyn School for Global Studies,331500011429,Brooklyn School for Global Studies,360009201377,362058001377
15K442,M.S. 442 Carroll Gardens School for Innovation,331500010442,M.S. 442 Carroll Gardens School for Innovation,360009205502,362058005502
15K443,New Voices School of Academic & Creative Arts,331500010443,New Voices School of Academic & Creative Arts,360009205501,362058005501
15K447,The Math & Science Exploratory School,331500010447,The Math & Science Exploratory School,360009205498,362058005498
15K448,Brooklyn Secondary School for Collaborative Studies,331500010448,Brooklyn Secondary School for Collaborative Studie,360009205497,362058005497
15K462,Secondary School for Law,331500011462,Secondary School for Law,360009204889,362058004889
15K463,Secondary School for Journalism,331500011463,Secondary School for Journalism,360009205531,362058005531
15K464,Park Slope Collegiate,331500011464,Park Slope Collegiate,360009205529,362058099980
15K497,School for International Studies,331500011497,School for International Studies,360009204890,362058004890
15K516,Sunset Park Avenues Elementary School,331500010516,Sunset Park Avenues Elementary School,360009206407,362058099807
15K519,Cobble Hill School of American Studies,331500011519,Cobble Hill School of American Studies,360009203389,362058003389
15K529,West Brooklyn Community High School,331500011529,West Brooklyn Community High School,360009205864,362058005864
15K530,Metropolitan Corporate Academy High School,331500011530,Metropolitan Corporate Academy High School,360009200826,362058000826
15K592,Khalil Gibran International Academy,331500011592,Khalil Gibran International Academy,360009205930,362058005930
15K656,Brooklyn High School of the Arts,331500011656,Brooklyn High School of the Arts,360009204497,362058004497
15K667,Sunset Park High School,331500011667,Sunset Park High School,360009206111,362058006111
15K676,Red Hook Neighborhood School,331500010676,Red Hook Neighborhood School,360009206143,362058006143
15K684,Millennium Brooklyn HS,331500011684,Millennium Brooklyn HS,360009206292,362058099979
15K698,South Brooklyn Community High School,331500011698,South Brooklyn Community High School,360009205243,362058005243
15K821,Sunset Park Prep,331500010821,Sunset Park Prep,360009205706,362058005706
16K005,P.S. 005 Dr. Ronald Mcnair,331600010005,P.S. 005 Dr. Ronald Mcnair,360009402054,362058002054
16K021,P.S. 021 Crispus Attucks,331600010021,P.S. 021 Crispus Attucks,360009402108,362058002108
16K025,P.S. 025 Eubie Blake School,331600010025,P.S. 025 Eubie Blake School,360009402123,362058002123
16K026,P.S. 026 Jesse Owens,331600010026,P.S. 026 Jesse Owens,360009402128,362058002128
16K028,P.S. 028 The Warren Prep Academy,331600010028,P.S. 028 The Warren Prep Academy,360009405519,362058005519
16K035,M.S. 035 Stephen Decatur,331600010035,M.S. 035 Stephen Decatur,360009402163,362058002163
16K040,P.S. 040 George W. Carver,331600010040,P.S. 040 George W. Carver,360009402178,362058002178
16K057,J.H.S. 057 Whitelaw Reid,331600010057,J.H.S. 057 Whitelaw Reid,360009402499,362058002499
16K081,P.S. 081 Thaddeus Stevens,331600010081,P.S. 081 Thaddeus Stevens,360009402320,362058002320
16K243,P.S. 243K- The Weeksville School,331600010243,P.S. 243K- The Weeksville School,360009402758,362058002758
16K262,P.S. 262 El Hajj Malik El Shabazz Elementary School,331600010262,P.S. 262 El Hajj Malik El Shabazz Elementary Schoo,360009402779,362058002779
16K267,"M.S. 267 Math, Science & Technology",331600010267,"M.S. 267 Math, Science & Technology",360009404053,362058004053
16K308,P.S. 308 Clara Cardwell,331600010308,P.S. 308 Clara Cardwell,360009402812,362058002812
16K309,P.S. 309 The George E. Wibecan Preparatory Academy,331600010309,P.S. 309 The George E. Wibecan Preparatory Academy,360009402813,362058002813
16K335,P.S. 335 Granville T. Woods,331600010335,P.S. 335 Granville T. Woods,360009402823,362058002823
16K385,"School of Business, Finance and Entrepreneurship",331600010385,"School of Business, Finance and Entrepreneurship",360009404059,362058004059
16K393,Frederick Douglass Academy IV Secondary School,331600010393,Frederick Douglass Academy IV Secondary School,360009405518,362058005518
16K455,Boys and Girls High School,331600011455,Boys and Girls High School,360009401921,362058001921
16K498,Brooklyn High School for Law and Technology,331600011498,Brooklyn High School for Law and Technology,360009404079,362058004079
16K534,Upper School @ P.S. 25,331600010534,Upper School @ P.S. 25,360009405904,362058005904
